citationKey,dimension,stance,kind
c9bcbbcd10e9,Technological limitations,balanced,general
c9fafe5b4ef7,Technological limitations,balanced,general
ca4ed632a93e,Technological limitations,balanced,general
cb11e397dac4,Technological limitations,balanced,general
cb1c58355a32,Technological limitations,balanced,general
cc173c68aaf4,Technological limitations,balanced,general
cda6f5d653f0,Technological limitations,balanced,general
ceb81af82ec8,Technological limitations,balanced,general
cf651cb4eb97,Technological limitations,balanced,general
cf8018eec68f,Technological limitations,balanced,general
cfa141a99804,Technological limitations,balanced,general
cfc9b29316ca,Technological limitations,balanced,general
d03d952857ab,Technological limitations,balanced,general
d05cac5388fa,Technological limitations,balanced,general
d2268865c638,Technological limitations,balanced,general
d2883190c5b7,Technological limitations,balanced,general
d2f5621f7596,Technological limitations,balanced,general
d384c5486fec,Technological limitations,balanced,general
d44a9529bdde,Technological limitations,balanced,general
d465424b3564,Technological limitations,balanced,general
d485cdc6f95b,Technological limitations,balanced,general
d4ea2c3251e9,Technological limitations,balanced,general
d50d012dbe1d,Technological limitations,balanced,general
d5d70edc6cef,Technological limitations,balanced,general
d6066a07ba35,Technological limitations,balanced,general
d66c54ff5654,Technological limitations,balanced,general
da86f734d8a3,Technological limitations,balanced,general
daaa7bd24f6d,Technological limitations,balanced,general
dd322ca792a6,Technological limitations,balanced,general
ddb8a8742a4d,Technological limitations,balanced,general
ddff51574c2b,Technological limitations,balanced,general
de99037c54a3,Technological limitations,balanced,general
defa2b6538c8,Technological limitations,balanced,general
df4ac708eecf,Technological limitations,balanced,general
e09d7e8e0f06,Technological limitations,balanced,general
e10d72f899b9,Technological limitations,balanced,general
e1bb7788d422,Technological limitations,balanced,general
e2803d839281,Technological limitations,balanced,general
e295ef4e6849,Technological limitations,balanced,general
e2f6a88e3abc,Technological limitations,balanced,general
e4edbaa2c127,Technological limitations,balanced,general
e5136d5c95b2,Technological limitations,balanced,general
e53f05541439,Technological limitations,balanced,general
e783fc3a548e,Technological limitations,balanced,general
e8a1de4c2f1b,Technological limitations,balanced,general
e8da82ecca34,Technological limitations,balanced,general
ea263bf4d04c,Technological limitations,balanced,general
ed3fec0ec1cd,Technological limitations,balanced,general
ed7fd7675fc5,Technological limitations,balanced,general
ef369f0c1328,Technological limitations,balanced,general
ef7005cea0a5,Technological limitations,balanced,general
f0f02ae9c681,Technological limitations,balanced,general
f2a564301b9e,Technological limitations,balanced,general
f2c1c0d92f35,Technological limitations,balanced,general
f32b6992dba5,Technological limitations,balanced,general
f3443e988e2f,Technological limitations,balanced,general
f3d102f534b6,Technological limitations,balanced,general
f41ca0b8e8aa,Technological limitations,balanced,general
f486c8a77ee9,Technological limitations,balanced,general
f49beac306e5,Technological limitations,balanced,general
f61d97acc9da,Technological limitations,balanced,general
f6efab0f4258,Technological limitations,balanced,general
fabdee03a10a,Technological limitations,balanced,general
fad54041dcf2,Technological limitations,balanced,general
fb4151a5b803,Technological limitations,balanced,general
fb61b5e416fe,Technological limitations,balanced,general
fbc53be7c1ec,Technological limitations,balanced,general
fbe51d7b5d32,Technological limitations,balanced,general
fbe81ad8d55c,Technological limitations,balanced,general
fc6b7ff31bec,Technological limitations,balanced,general
fd535b17cb02,Technological limitations,balanced,general
ff2b7a54d21d,Technological limitations,balanced,general
ffa998359094,Technological limitations,balanced,general
0cd301461c99,Real-world impact,positive,general
44ce6e703d06,Real-world impact,positive,general
45eb1a2f75ff,Real-world impact,positive,general
508a17977cd2,Real-world impact,positive,general
5228248f6fb3,Real-world impact,positive,general
6347ea09d2bd,Real-world impact,positive,general
64d31fb56e0d,Real-world impact,positive,general
9e08b543a80f,Real-world impact,positive,general
a3bb1eb6a59a,Real-world impact,positive,general
a54c7820e8a1,Real-world impact,positive,general
a619076b267e,Real-world impact,positive,general
a6448a70e993,Real-world impact,positive,general
a82536bb0043,Real-world impact,positive,general
b520d4ed8f29,Real-world impact,positive,general
c08f2f3d3e8b,Real-world impact,positive,general
e4ff9553115d,Real-world impact,positive,general
d2f5621f7596,Real-world impact,negative,general
5066313c066c,Real-world impact,balanced,general
ceb81af82ec8,Real-world impact,balanced,general
00c860e05574,"Data availability, integration, quality, and standardization",positive,general
0491ca402c2d,"Data availability, integration, quality, and standardization",positive,general
05e48832d20e,"Data availability, integration, quality, and standardization",positive,general
150bc8d96d43,"Data availability, integration, quality, and standardization",positive,general
1d842e8af942,"Data availability, integration, quality, and standardization",positive,general
5025397cedec,"Data availability, integration, quality, and standardization",positive,general
5b2edc0853a8,"Data availability, integration, quality, and standardization",positive,general
6b8a4c5793dc,"Data availability, integration, quality, and standardization",positive,general
9f0384c0591e,"Data availability, integration, quality, and standardization",positive,general
aec455f4c0cd,"Data availability, integration, quality, and standardization",positive,general
b5784b25a496,"Data availability, integration, quality, and standardization",positive,general
c3c03d9a26df,"Data availability, integration, quality, and standardization",positive,general
d05cac5388fa,"Data availability, integration, quality, and standardization",positive,general
d28892d42ec2,"Data availability, integration, quality, and standardization",positive,general
e10d72f899b9,"Data availability, integration, quality, and standardization",positive,general
eed82e7dd133,"Data availability, integration, quality, and standardization",positive,general
ef7005cea0a5,"Data availability, integration, quality, and standardization",positive,general
fd535b17cb02,"Data availability, integration, quality, and standardization",positive,general
0cd301461c99,"Data availability, integration, quality, and standardization",negative,general
0ce6275d5e29,"Data availability, integration, quality, and standardization",negative,general
0d3ed148cd7e,"Data availability, integration, quality, and standardization",negative,general
0d6a03135510,"Data availability, integration, quality, and standardization",negative,general
17531fd94ff0,"Data availability, integration, quality, and standardization",negative,general
1a93f0883cd2,"Data availability, integration, quality, and standardization",negative,general
260b9335a18b,"Data availability, integration, quality, and standardization",negative,general
281cfd2b1e25,"Data availability, integration, quality, and standardization",negative,general
2d9526998521,"Data availability, integration, quality, and standardization",negative,general
2eea02f82a91,"Data availability, integration, quality, and standardization",negative,general
353e3e1970fc,"Data availability, integration, quality, and standardization",negative,general
35bc3ce0c206,"Data availability, integration, quality, and standardization",negative,general
3756a39ea98c,"Data availability, integration, quality, and standardization",negative,general
3db5f67e924b,"Data availability, integration, quality, and standardization",negative,general
3e68f9e61c54,"Data availability, integration, quality, and standardization",negative,general
4f7cb7df4f7d,"Data availability, integration, quality, and standardization",negative,general
5d93b7069e25,"Data availability, integration, quality, and standardization",negative,general
607838e1b84c,"Data availability, integration, quality, and standardization",negative,general
6347ea09d2bd,"Data availability, integration, quality, and standardization",negative,general
7c9a28561793,"Data availability, integration, quality, and standardization",negative,general
7d76dcad4fd1,"Data availability, integration, quality, and standardization",negative,general
7dce1de2a158,"Data availability, integration, quality, and standardization",negative,general
8548942b07da,"Data availability, integration, quality, and standardization",negative,general
88f59ea42ad7,"Data availability, integration, quality, and standardization",negative,general
8a0a26e0ad28,"Data availability, integration, quality, and standardization",negative,general
9649fa53145e,"Data availability, integration, quality, and standardization",negative,general
a3bb1eb6a59a,"Data availability, integration, quality, and standardization",negative,general
a54c7820e8a1,"Data availability, integration, quality, and standardization",negative,general
a6448a70e993,"Data availability, integration, quality, and standardization",negative,general
b5813c22bda8,"Data availability, integration, quality, and standardization",negative,general
c08f2f3d3e8b,"Data availability, integration, quality, and standardization",negative,general
c4e8e79b0dc1,"Data availability, integration, quality, and standardization",negative,general
d5963dc2e2a1,"Data availability, integration, quality, and standardization",negative,general
e09d7e8e0f06,"Data availability, integration, quality, and standardization",negative,general
e842ed2e802d,"Data availability, integration, quality, and standardization",negative,general
e8a1de4c2f1b,"Data availability, integration, quality, and standardization",negative,general
ecb3e566bf6f,"Data availability, integration, quality, and standardization",negative,general
ef74a70b4670,"Data availability, integration, quality, and standardization",negative,general
f32b6992dba5,"Data availability, integration, quality, and standardization",negative,general
fbe51d7b5d32,"Data availability, integration, quality, and standardization",negative,general
fcf0638d98ab,"Data availability, integration, quality, and standardization",negative,general
043684769543,"Data availability, integration, quality, and standardization",balanced,general
050876505c41,"Data availability, integration, quality, and standardization",balanced,general
05e2688a7bc5,"Data availability, integration, quality, and standardization",balanced,general
0612ea3873e7,"Data availability, integration, quality, and standardization",balanced,general
06c0f2ce8149,"Data availability, integration, quality, and standardization",balanced,general
07c78b773a9e,"Data availability, integration, quality, and standardization",balanced,general
07fc94724eec,"Data availability, integration, quality, and standardization",balanced,general
0a00ff13084b,"Data availability, integration, quality, and standardization",balanced,general
0a91bafc9ed3,"Data availability, integration, quality, and standardization",balanced,general
0ab3fcfd31cd,"Data availability, integration, quality, and standardization",balanced,general
0c2ef5f5f239,"Data availability, integration, quality, and standardization",balanced,general
0c4c0c9dfa22,"Data availability, integration, quality, and standardization",balanced,general
0ce423384fd5,"Data availability, integration, quality, and standardization",balanced,general
0d9a70ede5cc,"Data availability, integration, quality, and standardization",balanced,general
0db96a4e3a4b,"Data availability, integration, quality, and standardization",balanced,general
0dc2e29b3cdc,"Data availability, integration, quality, and standardization",balanced,general
0ff0aa3f6a75,"Data availability, integration, quality, and standardization",balanced,general
115dec251e53,"Data availability, integration, quality, and standardization",balanced,general
124df92e6d47,"Data availability, integration, quality, and standardization",balanced,general
12df428f0bc9,"Data availability, integration, quality, and standardization",balanced,general
1408e75c41f8,"Data availability, integration, quality, and standardization",balanced,general
141b13698665,"Data availability, integration, quality, and standardization",balanced,general
15409c146949,"Data availability, integration, quality, and standardization",balanced,general
155874664ca6,"Data availability, integration, quality, and standardization",balanced,general
15e0a0244e47,"Data availability, integration, quality, and standardization",balanced,general
1648261eab20,"Data availability, integration, quality, and standardization",balanced,general
17819e10c66b,"Data availability, integration, quality, and standardization",balanced,general
180d4efefd11,"Data availability, integration, quality, and standardization",balanced,general
1852aed2b535,"Data availability, integration, quality, and standardization",balanced,general
185bfa237de7,"Data availability, integration, quality, and standardization",balanced,general
18696a72d2e6,"Data availability, integration, quality, and standardization",balanced,general
18bd8aebe09b,"Data availability, integration, quality, and standardization",balanced,general
1904798abdde,"Data availability, integration, quality, and standardization",balanced,general
194a129d30b7,"Data availability, integration, quality, and standardization",balanced,general
196caa492075,"Data availability, integration, quality, and standardization",balanced,general
19cb602b2f26,"Data availability, integration, quality, and standardization",balanced,general
1a2acf19df20,"Data availability, integration, quality, and standardization",balanced,general
1af22a193a23,"Data availability, integration, quality, and standardization",balanced,general
1bf504b7350f,"Data availability, integration, quality, and standardization",balanced,general
1d794ad5abad,"Data availability, integration, quality, and standardization",balanced,general
1e84cfa9a875,"Data availability, integration, quality, and standardization",balanced,general
204d1f7e2d50,"Data availability, integration, quality, and standardization",balanced,general
20e75922954b,"Data availability, integration, quality, and standardization",balanced,general
211a1f5e8c68,"Data availability, integration, quality, and standardization",balanced,general
22edae5415fa,"Data availability, integration, quality, and standardization",balanced,general
253ecd7dc13d,"Data availability, integration, quality, and standardization",balanced,general
2573e4102c86,"Data availability, integration, quality, and standardization",balanced,general
26abc95edfa3,"Data availability, integration, quality, and standardization",balanced,general
26b86f0f7104,"Data availability, integration, quality, and standardization",balanced,general
27c8caa3938d,"Data availability, integration, quality, and standardization",balanced,general
28d93b251ada,"Data availability, integration, quality, and standardization",balanced,general
2b6fbc4f0508,"Data availability, integration, quality, and standardization",balanced,general
2ce8cb442667,"Data availability, integration, quality, and standardization",balanced,general
2da4eab59436,"Data availability, integration, quality, and standardization",balanced,general
2e6b2c0b76cd,"Data availability, integration, quality, and standardization",balanced,general
2edcd32ecfef,"Data availability, integration, quality, and standardization",balanced,general
30f9c197297e,"Data availability, integration, quality, and standardization",balanced,general
32e2ad0d0e6f,"Data availability, integration, quality, and standardization",balanced,general
345f15624795,"Data availability, integration, quality, and standardization",balanced,general
3546add1d637,"Data availability, integration, quality, and standardization",balanced,general
3610864516d6,"Data availability, integration, quality, and standardization",balanced,general
382c85dc1773,"Data availability, integration, quality, and standardization",balanced,general
38c21f05f613,"Data availability, integration, quality, and standardization",balanced,general
392467f34a8e,"Data availability, integration, quality, and standardization",balanced,general
393240c7cec2,"Data availability, integration, quality, and standardization",balanced,general
39421d06c383,"Data availability, integration, quality, and standardization",balanced,general
3a42efb6c3e0,"Data availability, integration, quality, and standardization",balanced,general
3c2419267f61,"Data availability, integration, quality, and standardization",balanced,general
3ea2dfffb32d,"Data availability, integration, quality, and standardization",balanced,general
3fa94aec9761,"Data availability, integration, quality, and standardization",balanced,general
40af85c6a674,"Data availability, integration, quality, and standardization",balanced,general
40e5cd2458a7,"Data availability, integration, quality, and standardization",balanced,general
439dfd13b723,"Data availability, integration, quality, and standardization",balanced,general
4419aec5ed0a,"Data availability, integration, quality, and standardization",balanced,general
442a6774b300,"Data availability, integration, quality, and standardization",balanced,general
44ce6e703d06,"Data availability, integration, quality, and standardization",balanced,general
453d7dda7136,"Data availability, integration, quality, and standardization",balanced,general
45eb1a2f75ff,"Data availability, integration, quality, and standardization",balanced,general
4764e0c69fc7,"Data availability, integration, quality, and standardization",balanced,general
480eeed24bbb,"Data availability, integration, quality, and standardization",balanced,general
4a43cf41c93c,"Data availability, integration, quality, and standardization",balanced,general
4afc2a924102,"Data availability, integration, quality, and standardization",balanced,general
4caa01410b29,"Data availability, integration, quality, and standardization",balanced,general
4f765ccd9085,"Data availability, integration, quality, and standardization",balanced,general
508a17977cd2,"Data availability, integration, quality, and standardization",balanced,general
50e92c5d79ed,"Data availability, integration, quality, and standardization",balanced,general
5228248f6fb3,"Data availability, integration, quality, and standardization",balanced,general
52f6c2705903,"Data availability, integration, quality, and standardization",balanced,general
5426dc9b583d,"Data availability, integration, quality, and standardization",balanced,general
569ab5ce6be4,"Data availability, integration, quality, and standardization",balanced,general
586a2b8617e4,"Data availability, integration, quality, and standardization",balanced,general
59533aad7727,"Data availability, integration, quality, and standardization",balanced,general
5a7f975813f3,"Data availability, integration, quality, and standardization",balanced,general
5b4074fce93a,"Data availability, integration, quality, and standardization",balanced,general
5eb5c2661c10,"Data availability, integration, quality, and standardization",balanced,general
5eda0c15ead9,"Data availability, integration, quality, and standardization",balanced,general
5fe18c92b5b8,"Data availability, integration, quality, and standardization",balanced,general
617a92840067,"Data availability, integration, quality, and standardization",balanced,general
61ee33ea2db5,"Data availability, integration, quality, and standardization",balanced,general
62966ef9fdb8,"Data availability, integration, quality, and standardization",balanced,general
62c5fb0e0006,"Data availability, integration, quality, and standardization",balanced,general
642c3c0cd617,"Data availability, integration, quality, and standardization",balanced,general
646313884044,"Data availability, integration, quality, and standardization",balanced,general
671fa968ac45,"Data availability, integration, quality, and standardization",balanced,general
685a023a1f71,"Data availability, integration, quality, and standardization",balanced,general
68f0266deb95,"Data availability, integration, quality, and standardization",balanced,general
6b5df424652b,"Data availability, integration, quality, and standardization",balanced,general
6d00851b6b2f,"Data availability, integration, quality, and standardization",balanced,general
6f739da64bf7,"Data availability, integration, quality, and standardization",balanced,general
6fe05a02f932,"Data availability, integration, quality, and standardization",balanced,general
7170b8cc9dcd,"Data availability, integration, quality, and standardization",balanced,general
71adaf3d927c,"Data availability, integration, quality, and standardization",balanced,general
740599fb90ce,"Data availability, integration, quality, and standardization",balanced,general
74bd3176c1ed,"Data availability, integration, quality, and standardization",balanced,general
750835f3e51d,"Data availability, integration, quality, and standardization",balanced,general
75bba223bc94,"Data availability, integration, quality, and standardization",balanced,general
772fab385995,"Data availability, integration, quality, and standardization",balanced,general
7883c54e265c,"Data availability, integration, quality, and standardization",balanced,general
7a8d717e87c8,"Data availability, integration, quality, and standardization",balanced,general
7bda019936ec,"Data availability, integration, quality, and standardization",balanced,general
7e500df4fae1,"Data availability, integration, quality, and standardization",balanced,general
7f53aa5cb1c9,"Data availability, integration, quality, and standardization",balanced,general
7f74f101a703,"Data availability, integration, quality, and standardization",balanced,general
8529576161e7,"Data availability, integration, quality, and standardization",balanced,general
853e0b588e73,"Data availability, integration, quality, and standardization",balanced,general
866ff7d14ed2,"Data availability, integration, quality, and standardization",balanced,general
873a9a16cc28,"Data availability, integration, quality, and standardization",balanced,general
87ad60e39c6e,"Data availability, integration, quality, and standardization",balanced,general
884497e0ee92,"Data availability, integration, quality, and standardization",balanced,general
88ef6ab637e1,"Data availability, integration, quality, and standardization",balanced,general
8a272a0621a3,"Data availability, integration, quality, and standardization",balanced,general
8a37722508f8,"Data availability, integration, quality, and standardization",balanced,general
8a5b73028348,"Data availability, integration, quality, and standardization",balanced,general
8b31cb8429dc,"Data availability, integration, quality, and standardization",balanced,general
8ba2213f7ff2,"Data availability, integration, quality, and standardization",balanced,general
8bade6a0ab7c,"Data availability, integration, quality, and standardization",balanced,general
8c8e1aed8a11,"Data availability, integration, quality, and standardization",balanced,general
8cc1cc25b209,"Data availability, integration, quality, and standardization",balanced,general
8d687ff87530,"Data availability, integration, quality, and standardization",balanced,general
8e39b70ae840,"Data availability, integration, quality, and standardization",balanced,general
8e81837a5861,"Data availability, integration, quality, and standardization",balanced,general
8f6d0f5c5cf3,"Data availability, integration, quality, and standardization",balanced,general
901e5a28ee43,"Data availability, integration, quality, and standardization",balanced,general
9128d022254b,"Data availability, integration, quality, and standardization",balanced,general
92b0beaeeada,"Data availability, integration, quality, and standardization",balanced,general
942a7c645311,"Data availability, integration, quality, and standardization",balanced,general
9431a95feac7,"Data availability, integration, quality, and standardization",balanced,general
94eb03d655e3,"Data availability, integration, quality, and standardization",balanced,general
99087a376207,"Data availability, integration, quality, and standardization",balanced,general
9a4a7b8bc450,"Data availability, integration, quality, and standardization",balanced,general
9be93b20f768,"Data availability, integration, quality, and standardization",balanced,general
9c2426e5689a,"Data availability, integration, quality, and standardization",balanced,general
9c51cf880908,"Data availability, integration, quality, and standardization",balanced,general
9c5dde5cbaf5,"Data availability, integration, quality, and standardization",balanced,general
9e08b543a80f,"Data availability, integration, quality, and standardization",balanced,general
Schlosser2024_SciRep,"Data availability, integration, quality, and standardization",balanced,general
a0c9a468cb84,"Data availability, integration, quality, and standardization",balanced,general
a1593fedce90,"Data availability, integration, quality, and standardization",balanced,general
a25c2affba2e,"Data availability, integration, quality, and standardization",balanced,general
a2bfc8cc3fd8,"Data availability, integration, quality, and standardization",balanced,general
a32e088bd521,"Data availability, integration, quality, and standardization",balanced,general
a55c19870c66,"Data availability, integration, quality, and standardization",balanced,general
a5c99b438a02,"Data availability, integration, quality, and standardization",balanced,general
a610a9d426b3,"Data availability, integration, quality, and standardization",balanced,general
a7d06d07e6c3,"Data availability, integration, quality, and standardization",balanced,general
a823efcedabd,"Data availability, integration, quality, and standardization",balanced,general
a82536bb0043,"Data availability, integration, quality, and standardization",balanced,general
a8a58cac35be,"Data availability, integration, quality, and standardization",balanced,general
ac26cb0e9249,"Data availability, integration, quality, and standardization",balanced,general
acf81cbadaec,"Data availability, integration, quality, and standardization",balanced,general
ad6ea1627565,"Data availability, integration, quality, and standardization",balanced,general
ae427adb3d51,"Data availability, integration, quality, and standardization",balanced,general
afc412821b08,"Data availability, integration, quality, and standardization",balanced,general
b14e75f5029e,"Data availability, integration, quality, and standardization",balanced,general
b2d92e326400,"Data availability, integration, quality, and standardization",balanced,general
b3e18537a972,"Data availability, integration, quality, and standardization",balanced,general
b42bb6aa4bd0,"Data availability, integration, quality, and standardization",balanced,general
b43746032b9d,"Data availability, integration, quality, and standardization",balanced,general
b520d4ed8f29,"Data availability, integration, quality, and standardization",balanced,general
b6aa9a3abc0f,"Data availability, integration, quality, and standardization",balanced,general
b6ab3131bcdd,"Data availability, integration, quality, and standardization",balanced,general
b83bed0b0c18,"Data availability, integration, quality, and standardization",balanced,general
baabcdd9106b,"Data availability, integration, quality, and standardization",balanced,general
babd088bc54d,"Data availability, integration, quality, and standardization",balanced,general
bc46a6372070,"Data availability, integration, quality, and standardization",balanced,general
bdec5046af38,"Data availability, integration, quality, and standardization",balanced,general
c08be1c96b75,"Data availability, integration, quality, and standardization",balanced,general
c0c5966a3f98,"Data availability, integration, quality, and standardization",balanced,general
c207fd307df3,"Data availability, integration, quality, and standardization",balanced,general
c3ee99b25fe5,"Data availability, integration, quality, and standardization",balanced,general
c4ed68d9a886,"Data availability, integration, quality, and standardization",balanced,general
c644d5188019,"Data availability, integration, quality, and standardization",balanced,general
c68d30aef47a,"Data availability, integration, quality, and standardization",balanced,general
c7d15e21d947,"Data availability, integration, quality, and standardization",balanced,general
c96214dae904,"Data availability, integration, quality, and standardization",balanced,general
c9bcbbcd10e9,"Data availability, integration, quality, and standardization",balanced,general
c9fafe5b4ef7,"Data availability, integration, quality, and standardization",balanced,general
cab0c62174f2,"Data availability, integration, quality, and standardization",balanced,general
cb1c58355a32,"Data availability, integration, quality, and standardization",balanced,general
cc173c68aaf4,"Data availability, integration, quality, and standardization",balanced,general
cda6f5d653f0,"Data availability, integration, quality, and standardization",balanced,general
ceb81af82ec8,"Data availability, integration, quality, and standardization",balanced,general
cf651cb4eb97,"Data availability, integration, quality, and standardization",balanced,general
cf8018eec68f,"Data availability, integration, quality, and standardization",balanced,general
cfa141a99804,"Data availability, integration, quality, and standardization",balanced,general
cfc9b29316ca,"Data availability, integration, quality, and standardization",balanced,general
d03d952857ab,"Data availability, integration, quality, and standardization",balanced,general
d2268865c638,"Data availability, integration, quality, and standardization",balanced,general
d2883190c5b7,"Data availability, integration, quality, and standardization",balanced,general
d2f5621f7596,"Data availability, integration, quality, and standardization",balanced,general
d384c5486fec,"Data availability, integration, quality, and standardization",balanced,general
d44a9529bdde,"Data availability, integration, quality, and standardization",balanced,general
d465424b3564,"Data availability, integration, quality, and standardization",balanced,general
d485cdc6f95b,"Data availability, integration, quality, and standardization",balanced,general
d4aa814e85dd,"Data availability, integration, quality, and standardization",balanced,general
d4ea2c3251e9,"Data availability, integration, quality, and standardization",balanced,general
d50d012dbe1d,"Data availability, integration, quality, and standardization",balanced,general
d5d70edc6cef,"Data availability, integration, quality, and standardization",balanced,general
d6066a07ba35,"Data availability, integration, quality, and standardization",balanced,general
d66c54ff5654,"Data availability, integration, quality, and standardization",balanced,general
da86f734d8a3,"Data availability, integration, quality, and standardization",balanced,general
daaa7bd24f6d,"Data availability, integration, quality, and standardization",balanced,general
dd322ca792a6,"Data availability, integration, quality, and standardization",balanced,general
ddb8a8742a4d,"Data availability, integration, quality, and standardization",balanced,general
ddff51574c2b,"Data availability, integration, quality, and standardization",balanced,general
de99037c54a3,"Data availability, integration, quality, and standardization",balanced,general
defa2b6538c8,"Data availability, integration, quality, and standardization",balanced,general
df4ac708eecf,"Data availability, integration, quality, and standardization",balanced,general
e1bb7788d422,"Data availability, integration, quality, and standardization",balanced,general
e2803d839281,"Data availability, integration, quality, and standardization",balanced,general
e295ef4e6849,"Data availability, integration, quality, and standardization",balanced,general
e2f6a88e3abc,"Data availability, integration, quality, and standardization",balanced,general
e4edbaa2c127,"Data availability, integration, quality, and standardization",balanced,general
e5136d5c95b2,"Data availability, integration, quality, and standardization",balanced,general
e53f05541439,"Data availability, integration, quality, and standardization",balanced,general
e783fc3a548e,"Data availability, integration, quality, and standardization",balanced,general
e8da82ecca34,"Data availability, integration, quality, and standardization",balanced,general
ea263bf4d04c,"Data availability, integration, quality, and standardization",balanced,general
ed3fec0ec1cd,"Data availability, integration, quality, and standardization",balanced,general
ed7fd7675fc5,"Data availability, integration, quality, and standardization",balanced,general
f0f02ae9c681,"Data availability, integration, quality, and standardization",balanced,general
f2a564301b9e,"Data availability, integration, quality, and standardization",balanced,general
f2c1c0d92f35,"Data availability, integration, quality, and standardization",balanced,general
f3443e988e2f,"Data availability, integration, quality, and standardization",balanced,general
f41ca0b8e8aa,"Data availability, integration, quality, and standardization",balanced,general
f486c8a77ee9,"Data availability, integration, quality, and standardization",balanced,general
f61d97acc9da,"Data availability, integration, quality, and standardization",balanced,general
f6efab0f4258,"Data availability, integration, quality, and standardization",balanced,general
fabdee03a10a,"Data availability, integration, quality, and standardization",balanced,general
fad54041dcf2,"Data availability, integration, quality, and standardization",balanced,general
fb4151a5b803,"Data availability, integration, quality, and standardization",balanced,general
fb61b5e416fe,"Data availability, integration, quality, and standardization",balanced,general
fbc53be7c1ec,"Data availability, integration, quality, and standardization",balanced,general
fbe81ad8d55c,"Data availability, integration, quality, and standardization",balanced,general
fc6b7ff31bec,"Data availability, integration, quality, and standardization",balanced,general
ff2b7a54d21d,"Data availability, integration, quality, and standardization",balanced,general
ffa998359094,"Data availability, integration, quality, and standardization",balanced,general
05e2688a7bc5,Infrastructural demands,positive,general
0a00ff13084b,Infrastructural demands,positive,general
0ab3fcfd31cd,Infrastructural demands,positive,general
19cb602b2f26,Infrastructural demands,positive,general
1bf504b7350f,Infrastructural demands,positive,general
1e84cfa9a875,Infrastructural demands,positive,general
1f86b4feb99a,Infrastructural demands,positive,general
22edae5415fa,Infrastructural demands,positive,general
2573e4102c86,Infrastructural demands,positive,general
260b9335a18b,Infrastructural demands,positive,general
27c8caa3938d,Infrastructural demands,positive,general
28d93b251ada,Infrastructural demands,positive,general
2d9526998521,Infrastructural demands,positive,general
2edcd32ecfef,Infrastructural demands,positive,general
2eea02f82a91,Infrastructural demands,positive,general
345f15624795,Infrastructural demands,positive,general
3546add1d637,Infrastructural demands,positive,general
3a1c9f961d8f,Infrastructural demands,positive,general
442a6774b300,Infrastructural demands,positive,general
44ce6e703d06,Infrastructural demands,positive,general
47542dbde500,Infrastructural demands,positive,general
4afc2a924102,Infrastructural demands,positive,general
4f765ccd9085,Infrastructural demands,positive,general
59533aad7727,Infrastructural demands,positive,general
5b4074fce93a,Infrastructural demands,positive,general
617a92840067,Infrastructural demands,positive,general
64d31fb56e0d,Infrastructural demands,positive,general
671fa968ac45,Infrastructural demands,positive,general
6f739da64bf7,Infrastructural demands,positive,general
74603fc07566,Infrastructural demands,positive,general
7a8d717e87c8,Infrastructural demands,positive,general
7bda019936ec,Infrastructural demands,positive,general
8529576161e7,Infrastructural demands,positive,general
88ef6ab637e1,Infrastructural demands,positive,general
88f59ea42ad7,Infrastructural demands,positive,general
8b31cb8429dc,Infrastructural demands,positive,general
8d687ff87530,Infrastructural demands,positive,general
8f6d0f5c5cf3,Infrastructural demands,positive,general
8fdeab605f31,Infrastructural demands,positive,general
901e5a28ee43,Infrastructural demands,positive,general
94eb03d655e3,Infrastructural demands,positive,general
96ce472e1aee,Infrastructural demands,positive,general
99087a376207,Infrastructural demands,positive,general
9e08b543a80f,Infrastructural demands,positive,general
Schlosser2024_SciRep,Infrastructural demands,positive,general
a25c2affba2e,Infrastructural demands,positive,general
a3bb1eb6a59a,Infrastructural demands,positive,general
a54c7820e8a1,Infrastructural demands,positive,general
a55c19870c66,Infrastructural demands,positive,general
a6448a70e993,Infrastructural demands,positive,general
a82536bb0043,Infrastructural demands,positive,general
a8a58cac35be,Infrastructural demands,positive,general
ad6ea1627565,Infrastructural demands,positive,general
b3e18537a972,Infrastructural demands,positive,general
b5784b25a496,Infrastructural demands,positive,general
c08f2f3d3e8b,Infrastructural demands,positive,general
c207fd307df3,Infrastructural demands,positive,general
cb1c58355a32,Infrastructural demands,positive,general
de99037c54a3,Infrastructural demands,positive,general
e4ff9553115d,Infrastructural demands,positive,general
f2a564301b9e,Infrastructural demands,positive,general
f8c4d3c38c89,Infrastructural demands,positive,general
18696a72d2e6,Infrastructural demands,negative,general
2169dad77619,Infrastructural demands,negative,general
3db5f67e924b,Infrastructural demands,negative,general
439dfd13b723,Infrastructural demands,negative,general
4419aec5ed0a,Infrastructural demands,negative,general
453d7dda7136,Infrastructural demands,negative,general
5a7f975813f3,Infrastructural demands,negative,general
740599fb90ce,Infrastructural demands,negative,general
75bba223bc94,Infrastructural demands,negative,general
8e81837a5861,Infrastructural demands,negative,general
942a7c645311,Infrastructural demands,negative,general
9649fa53145e,Infrastructural demands,negative,general
9be93b20f768,Infrastructural demands,negative,general
b6ab3131bcdd,Infrastructural demands,negative,general
c4e8e79b0dc1,Infrastructural demands,negative,general
c4ed68d9a886,Infrastructural demands,negative,general
d44a9529bdde,Infrastructural demands,negative,general
d485cdc6f95b,Infrastructural demands,negative,general
